movie_title,title_year,region,budget,gross
Randu,2022,India,11000000.0,3159015.8979734834
The Tesseract,2003,Japan,32000000.0,29803514.821769167
In the White City,1983,Switzerland,36000000.0,32306977.52191331
West of Hell,2018,USA,609000000.0,3795512326.637014
Spa Night,2016,USA,44000000.0,95124188.85665655
Swagatam,2021,India,12000000.0,28107203.582031436
Before I Hang,1940,USA,69000000.0,45421258.441804
How to Play Football,1944,USA,738000000.0,675478906.7685454
Producing Adults,2004,Finland,27000000.0,188428960.27441058
All the World in a Design School,2015,Sweden,60000000.0,24235162.370114543
Hear No Evil,1993,USA,43000000.0,18792586.275878526
Like Me,2017,USA,19000000.0,54332781.90754203
Boo!,2018,USA,54000000.0,176985485.50026256
Grand Slam,1967,Italy,3000000.0,4481293.860106755
La Marseillaise,1938,France,31000000.0,22734010.39037633
An Episode in the Life of an Iron Picker,2013,Bosnia and Herzegovina,24000000.0,17740159.276508357
Dead Ant,2017,USA,36000000.0,68494567.61246654
A Perfectly Normal Family,2020,Denmark,6000000.0,14078018.260948736
Hurry Sundown,1967,USA,22000000.0,11781675.226579145
Pretty Problems,2022,USA,41000000.0,59727080.49910052
This Is My Life,1992,USA,35000000.0,152854262.1925971
Let's Make It Legal,1951,USA,36000000.0,4841327.929573124
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,India,52000000.0,2716907.311387647
Romeo Juliet,2015,India,50000000.0,48454148.51751813
The Cat's-Paw,1934,USA,11000000.0,3318975.8595970594
Pop,2009,Russia,82000000.0,677289459.3308421
Purple Butterfly,2003,China,60000000.0,434074537.0545447
The Monk and the Fish,1994,France,96000000.0,13973544.896968061
"Video Nasties: Moral Panic, Censorship & Videotape",2010,United Kingdom,26000000.0,39295.4048771943
Ouija 3: The Charlie Charlie Challenge,2016,USA,18000000.0,12607123.93121174
More About the Children of Noisy Village,1987,Sweden,680000000.0,2192405387.442439
Wajah Tum Ho,2016,India,36000000.0,34680013.40500543
Come Clean,1931,USA,29000000.0,85679200.18780512
Scamper the Penguin,1986,Japan,38000000.0,14397553.910750221
The Looking Glass War,1970,United Kingdom,10000000.0,9483733.96817998
Sweet Thing,2020,USA,13000000.0,49200643.27653941
Coyote Lake,2019,USA,37000000.0,11746843.133744031
MVP 2: Most Vertical Primate,2001,Canada,48000000.0,116653946.6382468
Island in the Sun,1957,United Kingdom,70000000.0,337304996.04137903
I Carry You with Me,2020,USA,20000000.0,17278363.28231529
The Fever,2004,USA,18000000.0,2555612.344818995
Diminished Capacity,2008,USA,36000000.0,43654664.90310681
Cane Toads: An Unnatural History,1988,Australia,8000000.0,52259807.50386079
Na Maloom Afraad 2,2017,Pakistan,18000000.0,5543943.765482195
Fraidy Cat,1942,USA,14000000.0,13155339.752953265
Living It Up,2000,Spain,18000000.0,116324076.98760244
Picnic on the Grass,1959,France,71000000.0,229368686.91169605
The Big I Am,2010,United Kingdom,72000000.0,185898514.1984592
The Principles of Lust,2003,United Kingdom,17000000.0,23731917.620123297
Year of the Jellyfish,1984,France,20000000.0,195795433.4684248
The Last House on Cemetery Lane,2015,United Kingdom,17000000.0,303660.9949342281
Massacre in Rome,1973,Italy,34000000.0,46752148.14905049
Project A-Ko,1986,Japan,81000000.0,9451077.012696084
The Man in the Glass Booth,1975,USA,7000000.0,13908608.64404849
Night Mail,1936,United Kingdom,10000000.0,18796733.04504075
Root Cause,2019,Australia,62000000.0,550316899.8762102
Accordion Player,1888,United Kingdom,3000000.0,10287595.574951971
Chestnut: Hero of Central Park,2004,USA,6.0,10.0
Poor White Trash,2000,USA,1200000.0,1404.0
Piñero,2001,USA,16000000.0,15471053.960454576
The Lost Tree,2016,USA,62000000.0,207676591.09757337
The Employer,2013,USA,49000000.0,328962131.4357556
Ring of Terror,1961,USA,46000000.0,89116539.45275535
Lovely Trash,2013,Iran,50000000.0,24913799.315334585
Faith Based,2020,USA,35000000.0,2371750.7042658525
Nancy Drew... Reporter,1939,USA,96000000.0,222158481.85298368
Marquise,1997,France,75000000.0,59826923.78139119
Thiruda Thiruda,1993,India,16000000.0,69057241.9491882
Elmer Elephant,1936,USA,33000000.0,24536056.547953483
The Linguini Incident,1991,USA,28000000.0,5120380.956799143
Morgiana,1972,Czechoslovakia,23000000.0,1637271.478625824
Jerusalem Countdown,2011,USA,29000000.0,81051013.53987491
Death Has Blue Eyes,1976,Greece,309000000.0,931918947.5490587
The Thousand Faces of Dunjia,2017,China,84000000.0,38642078.92580011
The Girl Without Hands,2016,France,28000000.0,51181558.13838178
Tonio,2016,Netherlands,1000000.0,3239867.055241294
Morine,2018,Lebanon,94000000.0,163465555.9835207
Hard to Die,1990,USA,35000000.0,46055353.84914859
Retake,2016,USA,629000000.0,531820671.6198575
Between Two Dawns,2021,Turkey,27000000.0,11570724.19240405
Pathfinders: In the Company of Strangers,2011,USA,20000000.0,9702038.121957459
The Castle of Sand,1974,Japan,66000000.0,40861985.06154524
What Price Glory,1952,USA,23000000.0,155555122.02648926
Gingerdead Man 2: Passion of the Crust,2008,USA,4000000.0,7893583.25194286
Dark Journey,1937,United Kingdom,35000000.0,15525742.129270485
Drawers,2015,Turkey,41000000.0,40178089.03722975
Tomorrow I'll Wake Up and Scald Myself with Tea,1977,Czechoslovakia,56000000.0,29985843.432403117
Golden Job,2018,China,6000000.0,50093291.986698486
Requiem for a Killer,2011,France,50000000.0,69837468.48667859
Death of a Bureaucrat,1966,Cuba,978000000.0,213073713.23648039
The Battle of the Century,1927,USA,1000000.0,698776.47481712
Beneath Loch Ness,2001,USA,1000000.0,1785673.1592044285
Take Me to the Moon,2017,China,742000000.0,561284843.9336115
No Hard Feelings,2020,Germany,32000000.0,7097784.306790426
Dark Blood,2012,USA,28000000.0,117467040.85922617
Avarice,2022,Australia,43000000.0,70530044.71533991
Bunnyman,2011,USA,65000000.0,111348585.87741423
Private Desert,2021,Brazil,71000000.0,69183601.87098588
The Wicked Lady,1983,United Kingdom,14000000.0,5441833.626095847
Ma and Pa Kettle,1949,USA,5000000.0,9297969.653120153
Pascali's Island,1988,United Kingdom,13000000.0,24905771.073336706
Dick Tracy vs. Cueball,1946,USA,54000000.0,107465371.9672589
"Edward, My Son",1949,United Kingdom,64000000.0,556890462.3427103
If You Could Only Cook,1935,USA,38000000.0,33518817.32800054
Aa Bhi Ja O Piya,2022,India,9000000.0,13965041.352166817
Sisu,2022,Finland,6200000.0,10568631.0
Johnny Frank Garrett's Last Word,2016,USA,22000000.0,21002489.906725544
Accused at 17,2009,USA,657000000.0,109556347.44302174
Love at Large,1990,USA,17000000.0,45679521.762726635
All Night Long,1962,United Kingdom,48000000.0,17883770.80005464
Deadlock,1970,West Germany,62000000.0,52118376.6092085
The Faithful Heart,1923,France,13000000.0,19991189.289855216
Broken Angel,2008,Turkey,58000000.0,111625856.63225484
Bright Leaf,1950,USA,18000000.0,5108105.802290932
Ajooba,1991,India,539000000.0,1039903479.4592679
Khelein Hum Jee Jaan Sey,2010,India,25000000.0,2796913.881581142
Turner Risk,2019,USA,47000000.0,68157766.74292046
All I Need,2016,USA,8000000.0,62007187.928453885
Tigers,2020,Sweden,82000000.0,758269692.4673936
Spymate,2003,Canada,28000000.0,23938956.57309191
Chase a Crooked Shadow,1958,United Kingdom,14000000.0,1194769.2475497897
Baby Puss,1943,USA,37000000.0,325504083.4821847
Hill of Freedom,2014,South Korea,40000000.0,122245854.21058911
The Adventures of Huckleberry Finn,1939,USA,1357000.0,2750000.0
The Hockey Champ,1939,USA,6000000.0,582080.3050525197
Barbed Wire Dolls,1976,Switzerland,29000000.0,56241836.830696255
A Bird of the Air,2011,USA,32000000.0,42516896.11550793
Night of Knots,2018,Turkey,37000000.0,158166763.23612064
The Password Is Courage,1962,United Kingdom,14000000.0,5360676.634504585
Final,2001,USA,15000000.0,24352720.90603921
It!,1967,United Kingdom,30000000.0,1973190.9696048922
Hannah,2017,Italy,3000000.0,14438854.13065059
Youth in Oregon,2016,USA,28000000.0,3593139.5426816726
The Source Family,2012,USA,5000000.0,272462.51118303475
Lola and Billy the Kid,1999,Germany,94000000.0,157649079.99400422
The Sleeper,2012,USA,15000000.0,21107145.651419226
Moodar Koodam,2013,India,60000000.0,14739506.826951716
Girl with Green Eyes,1964,United Kingdom,39000000.0,30656788.701533753
Four More Years,2010,Sweden,7000000.0,2884865.813556823
Red Obsession,2013,Australia,28000000.0,64769074.37543888
Passionada,2002,USA,44000000.0,73708349.7573705
So Dark the Night,1946,USA,77000000.0,107769548.03057918
The Florodora Girl,1930,USA,41000000.0,55690392.8707882
Humorous Phases of Funny Faces,1906,USA,11000000.0,50015882.10373522
Jäniksen vuosi,1977,Finland,9000000.0,6058439.444755814
It Watches,2016,USA,13000000.0,20297269.696365066
Damayanthi,2019,India,9000000.0,2016347.517861898
Eccezzziunale... veramente,1982,Italy,7000000.0,1332665.0218076243
Munthiri Monchan,2019,India,83000000.0,143003443.14607713
Actor for Hire,2015,USA,53000000.0,201149155.22759014
Haulout,2022,United Kingdom,125000000.0,330671001.0532571
Mystics in Bali,1981,Indonesia,17000000.0,19818195.148904998
The Ash Lad: In Search of the Golden Castle,2019,Norway,7300000.0,2996763.0
SS Experiment Love Camp,1976,Italy,48000000.0,39778843.8340405
Search and Destroy,1995,USA,51000000.0,131055201.73707809
The Creature Below,2016,United Kingdom,41000000.0,136511590.12553138
Zid,2014,India,1556288.0,1268395.0
Bangistan,2015,India,3600000.0,830000.0
The Kings of the World,2022,Colombia,52000000.0,232994895.3791631
Nukie,1987,South Africa,65000000.0,106042745.15484264
A Gunfight,1971,USA,86000000.0,93318404.7648533
Songs of Solomon,2020,Armenia,13000000.0,100186908.12309192
The Great Ecstasy of Robert Carmichael,2005,United Kingdom,78000000.0,308718818.3038139
Life Partner,2009,India,37000000.0,166270925.1326934
A Year of the Quiet Sun,1984,Poland,76000000.0,37356575.36749583
Gabriel Over the White House,1933,USA,16000000.0,4276293.428679882
Kings of Pastry,2009,Netherlands,4000000.0,1376019.273988513
Ancient Evil: Scream of the Mummy,2000,USA,35000000.0,171700604.28334057
The Midnight Patrol,1933,USA,14000000.0,57392773.85966966
Forever Rich,2021,Netherlands,2000000.0,19205189.0238181
The Architect,2006,USA,29000000.0,6375186.423803926
Comeback Season,2006,Canada,37000000.0,3734359.937350077
As the Light Goes Out,2014,China,31000000.0,13721241.914798526
Kitty Foiled,1948,USA,85000000.0,80304701.25022991
Smiley Face Killers,2020,USA,42000000.0,37739048.78436403
Lumberjack Man,2015,USA,49000000.0,133697953.8193833
Blastfighter,1984,Italy,5000000.0,569623.1925508655
Ammaa Ki Boli,2021,India,37000000.0,79216785.04522176
The Red Siren,2002,France,16000000.0,1933546.7748539888
Coup de Grâce,1976,France,42000000.0,359378240.1416567
The Goodbye Kiss,2006,Italy,20000000.0,37670493.29816522
Life as a Fatal Sexually Transmitted Disease,2000,Poland,3000000.0,1986911.4827112386
11:11,2004,Canada,79000000.0,19745889.84663126
Lil Tokyo Reporter,2012,USA,4000000.0,9243870.3999715
Mars One,2022,Brazil,41000000.0,8853728.30370113
Chaal Jeevi Laiye,2019,India,951000000.0,1633903859.2500365
Infection,2019,Venezuela,24000000.0,13314773.44403178
Children of God,2010,Bahamas,2000000.0,1262474.1839869216
Rose-Marie,1936,USA,2000000.0,7944151.515606169
Be Here to Love Me,2004,USA,30000000.0,2784117.4977815207
iMurders,2008,USA,24000000.0,114915863.71436152
Santa Girl,2019,USA,37000000.0,9654984.227600293
Shootfighter: Fight to the Death,1993,USA,84000000.0,91239444.7277179
Wild Nights with Emily,2018,USA,35000000.0,15472643.620845718
Private Popsicle,1982,Israel,2000000.0,11384589.861239504
Silver Bears,1977,United Kingdom,74000000.0,320582287.4746958
The Final Inquiry,2006,Italy,4000000.0,13445231.209975014
Heaven Adores You,2014,USA,43000000.0,22098186.223703403
Intergirl,1989,Soviet Union,18000000.0,29913690.675533704
Samrat & Co.,2014,India,55000000.0,71720222.1772904
Mail Order Wife,2004,USA,39000000.0,33421686.30148861
Voices,2007,South Korea,21000000.0,4325787.802153588
Air Guitar Nation,2006,USA,87000000.0,64036057.54626331
Chalk,2006,USA,97000000.0,106612073.29215635
Wild Is the Wind,2022,South Africa,17000000.0,3276540.8063395405
Centaur,2022,Spain,46000000.0,19959183.758170996
The Naked Edge,1961,United Kingdom,12000000.0,2955524.4424929367
3 A.M.,2001,USA,74000000.0,61521713.97888599
You'll Find Out,1940,USA,79000000.0,395651650.8219429
The Appearance,2018,USA,52000000.0,55972584.04793961
Once More,1997,India,46000000.0,16502150.435038816
Love in the City,1953,Italy,31000000.0,252443396.2202043
Oruthee,2022,India,25000000.0,18726088.762769505
A Serious Game,2016,Sweden,22000000.0,8376224.784084526
The Patriots,1994,France,55000000.0,48346339.851065286
The Bottom of the Sea,2003,Argentina,187000000.0,11599211.628887042
The Day the Earth Froze,1959,Finland,168000000.0,230036561.7505387
Ride Clear of Diablo,1954,USA,18000000.0,77765100.3360655
Carnival in Flanders,1935,France,316000000.0,1072735505.8441591
Too Late to Die Young,2018,Chile,18000000.0,33050066.514934227
À double tour,1959,France,10000000.0,19449445.431990117
Lightning Bug,2004,USA,43000000.0,192745145.35836917
Little Giant,1946,USA,30000000.0,12937726.043498946
Donald Cried,2016,USA,14000000.0,14854031.133806232
Intermezzo,1936,Sweden,30000000.0,19820486.119773418
Oru Mexican Aparatha,2017,India,68000000.0,9053233.405171297
The Regeneration,1915,USA,73000000.0,183337130.3802724
Stargate Origins: Catherine,2018,USA,60000000.0,197160933.63582548
Rehana,2021,Bangladesh,18000000.0,77031912.84457092
The Jackie Robinson Story,1950,USA,2000000.0,3418164.7552304547
Mister Buddwing,1966,USA,66000000.0,64045533.39703635
Laadla,1994,India,28000000.0,259782725.8364457
Ad Fundum,1993,Belgium,7000000.0,3209626.6119664744
Utamaro and His Five Women,1946,Japan,2000000.0,2961851.1494615274
Ten Wanted Men,1955,USA,24000000.0,11689075.513656275
Late Shift,2016,Switzerland,922000000.0,8670192119.224861
Atragon,1963,Japan,5000000.0,7837990.607242081
Pitch Black Heist,2011,United Kingdom,42000000.0,14164197.681198774
Paris by Night,2012,France,28000000.0,7061632.21864123
Il paradiso all'improvviso,2003,Italy,71000000.0,175902975.5590986
Jasminum,2006,Poland,25000000.0,163259808.43136063
I Feel Sleepy,2012,Iran,40000000.0,11227574.368790276
The Don Is Dead,1973,USA,942000000.0,1208042829.0506742
Second Name,2002,Spain,2500000.0,1044665.0
Ray Harryhausen: Special Effects Titan,2011,France,76000000.0,19642140.65717879
Slash/Back,2022,Canada,38000000.0,231156423.15361413
Food of the Gods II,1989,Canada,10000000.0,55053108.927661434
Kammara Sambhavam,2018,India,16000000.0,14206784.145743614
Iron Fists and Kung Fu Kicks,2019,Australia,65000000.0,630446085.3419616
Mabel's Married Life,1914,USA,54000000.0,5250965.207041474
Sebbe,2010,Sweden,48000000.0,77548153.04426846
Woe to the Young,1961,Greece,21000000.0,134491439.04784283
Day of the Evil Gun,1968,USA,8000000.0,14219205.622643616
Bullet Proof,2022,Canada,5000000.0,457595.7292981953
Jackson County Jail,1976,USA,445000.0,2300000.0
Rome Adventure,1962,USA,49000000.0,57512301.54893491
The Metamorphosis of Birds,2020,Portugal,17000000.0,111693338.99456067
Isabelle,2018,Canada,56000000.0,10292715.352032414
The Illegal,2019,USA,4000000.0,35878106.10341093
Metamorphosis,2007,Germany,17000000.0,6466306.546078845
Haunted Spooks,1920,USA,5000000.0,692749.4735638296
Doc of the Dead,2014,USA,33000000.0,4560293.716599677
Blood of the Vampire,1958,United Kingdom,4000000.0,2689182.2688623485
Myth of Love,2021,China,69000000.0,78385421.68204175
Bride of the Gorilla,1951,USA,30000000.0,140044939.7482023
I Am a Ghost,2012,USA,1000000.0,2214311.595140135
Let's Not Get Angry,1966,France,48000000.0,83637039.34183641
Roommates Wanted,2016,France,22000000.0,13408824.282269765
Hinterholz 8,1998,Austria,3000000.0,3317719.206315723
C(r)ook,2004,Germany,702000000.0,2343481993.769252
The Fourth Musketeer,2022,United Kingdom,2000000.0,4330785.301646504
One to Another,2006,France,82000000.0,324195788.8920379
Take a Hard Ride,1975,Italy,44000000.0,24994559.236834753
Schizo,1976,United Kingdom,66000000.0,52896154.44621417
420 IPC,2021,India,17000000.0,70598123.9278774
Întregalde,2021,Romania,64000000.0,244139574.9355323
The Whisperers,1967,United Kingdom,90000000.0,13801749.71791985
Starving in Suburbia,2014,USA,30000000.0,53673990.83919397
90 Minutes,2012,Norway,33000000.0,34803788.84754013
The Independent,2000,USA,74000000.0,736061702.9773793
Copacabana,1947,USA,9000000.0,1950335.547484311
Everybody Go Home!,1960,Italy,12000000.0,11781421.494896466
Secret Ingredient,2017,North Macedonia,6000000.0,9445143.477848908
16 December,2002,India,935000000.0,620372793.2613328
God's Comedy,1995,Portugal,34000000.0,19501372.733732603
Antakshari,2022,India,546000000.0,1017932429.9463327
Late Night Double Feature,2016,Canada,15000000.0,110570993.45884776
Suspension,2008,USA,236000000.0,79789728.62849489
Wet Season,2019,Singapore,11000000.0,16404955.626962196
The Climbers,2019,China,48000000.0,11145766.077802762
The Secret of Convict Lake,1951,USA,88000000.0,347652442.89302015
Floundering,1994,USA,45000000.0,443575711.34121037
Naani,2004,India,39000000.0,73594950.93333142
Iravukku Aayiram Kangal,2018,India,19000000.0,8556269.726500202
Mr. Bug Goes to Town,1941,USA,4000000.0,1931839.2815271905
Heatseeker,1995,USA,1000000.0,3915772.2266742755
From A to B,2014,United Arab Emirates,13000000.0,9749437.61846553
The Great Alligator,1979,Italy,70000000.0,532373892.888687
This Is Not Berlin,2019,Mexico,39000000.0,26350297.435645968
One-Armed Boxer,1972,China,21000000.0,19873352.698277246
A Remarkable Tale,2019,Spain,93000000.0,165148458.412561
Blood & Donuts,1995,Canada,525000000.0,1051390753.1950737
Sisters in Arms,2019,France,5600000.0,540482.0
Era Uma Vez...,2008,Brazil,33000000.0,132744344.74023461
Enlightenment Guaranteed,1999,Germany,5000000.0,6797335.121125856
Twenty Minutes of Love,1914,USA,72000000.0,119129641.50099997
Jimi Plays Monterey,1986,USA,823000000.0,147877005.1466623
Father of the Bride Part 3 (ish),2020,USA,39000000.0,29692895.341944247
Working Girls,1986,USA,28000000.0,68937896.79762504
Unearth,2020,USA,59000000.0,217444178.00025192
The Unknown Saint,2019,Morocco,87000000.0,226744561.43776062
Blood Games,1990,USA,81000000.0,12969715.36497882
Silent Madness,1984,USA,30000000.0,178928298.9937954
Curious George 2: Follow That Monkey!,2009,USA,925000000.0,328787335.1468365
The Crowd Roars,1932,USA,71000000.0,8088470.235224512
The Last Contract,1998,Sweden,47000000.0,24973364.94354157
Akkare Akkare Akkare,1990,India,42000000.0,29563949.518484373
Kolysanka,2010,Poland,41000000.0,64148291.68218434
World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2017,USA,9000000.0,4941719.737032346
A Piece of the Action,1977,USA,12000000.0,16710769.964298908
Female on the Beach,1955,USA,31000000.0,38333842.96598835
As Young as You Feel,1951,USA,313000000.0,692678327.4503316
Karzzzz,2008,India,44000000.0,20950646.768532533
Pororoca,2017,Romania,39000000.0,102655662.6314024
Counsellor at Law,1933,USA,29000000.0,40047746.41484466
Bra Boys,2007,Australia,13000000.0,8121525.8951008795
Zehir Hafiye,1989,Turkey,315000000.0,179687163.85703862
Swapnajaal,2018,Bangladesh,2000000.0,2697923.2509964765
Speciesism: The Movie,2013,USA,772000000.0,3555124084.502659
Emak-Bakia,1927,France,30000000.0,32183683.63023196
"Gulczas, what do you think...",2001,Poland,43000000.0,13543455.154865135
Vedha,2022,India,2000000.0,6717222.189356977
Night People,1954,USA,517000000.0,506967952.2790421
Ultrasound,2021,USA,23000000.0,40408065.128945544
The Bees,1978,Mexico,38000000.0,132978394.23288994
Blood and Roses,1960,France,89000000.0,142941565.1768834
The Pilot. A Battle for Survival,2021,Russia,27000000.0,43025976.02509697
Camila,1984,Argentina,57000000.0,54014476.29562631
The Brides of Fu Manchu,1966,United Kingdom,29000000.0,35190493.234733716
Silvia Prieto,1999,Argentina,29000000.0,260925289.94613943
I Died a Thousand Times,1955,USA,625000000.0,147569538.00114706
Oldboys,2009,Denmark,22000000.0,10407160.046776442
The Cheerleaders,1973,USA,70000000.0,386173423.3612282
Big Kill,2019,USA,48000000.0,21508569.984816786
Cry Terror!,1958,USA,10000000.0,15229883.935443342
Humor Me,2017,USA,53000000.0,19359045.220085017
The Space Children,1958,USA,13000000.0,15302252.357737033
The Unholy Three,1930,USA,103000.0,704000.0
15 Years and One Day,2013,Spain,839000000.0,910080491.1014917
Perfect Nanny,2019,France,91000000.0,64548223.26820972
Chilly Scenes of Winter,1979,USA,20000000.0,18420195.749563713
Warning Shot,2018,USA,17000000.0,21095371.094151817
Foreign Intrigue,1956,USA,29000000.0,24636722.754525118
The Charnel House,2016,USA,33000000.0,52227462.70075576
Every Time I Die,2019,USA,8000000.0,3002157.024806247
Hour of the Star,1985,Brazil,59000000.0,148868234.21510535
Shoppen,2006,Germany,34000000.0,145559543.9592211
White as Snow,2019,France,11000000.0,9577892.719074119
Nothing Compares,2022,United Kingdom,65000000.0,18691672.47681643
The Chinese Feast,1995,China,4000000.0,431503.54062490014
Words and Music,1948,USA,279000000.0,178469237.51030588
Bad Reputation,2018,USA,65000000.0,42637793.852404274
Judgement,1999,South Korea,292000000.0,310685917.8639878
2040,2019,Australia,13000000.0,30717365.729618877
The Crimson Wing: Mystery of the Flamingos,2008,United Kingdom,125000000.0,48731187.96690989
Station West,1948,USA,65000000.0,234744316.87422803
Maids,2001,Brazil,46000000.0,114250091.5753575
Chained Heat 2,1993,Canada,94000000.0,89802669.64630874
JoJo's Bizarre Adventure: Phantom Blood,2007,Japan,32000000.0,122070182.73377502
The Romantic Englishwoman,1975,United Kingdom,28000000.0,5122235.247133248
You've Got This,2020,Mexico,505000000.0,1565969951.9839838
The Match,1999,United Kingdom,440000000.0,333296082.34963584
Charlie Chan's Murder Cruise,1940,USA,8000000.0,15427579.25736259
The Good Guys and the Bad Guys,1969,USA,43000000.0,40850499.36946159
Cut Snake,2014,Australia,34000000.0,258465977.560822
City of God: 10 Years Later,2013,Brazil,15000000.0,106945137.36250937
Isi/Disi - Amor a lo bestia,2004,Spain,36000000.0,64557027.641533725
Runway,2010,Bangladesh,22000000.0,286488.3317236198
Toby Tortoise Returns,1936,USA,29000000.0,50052168.34792289
Hold Me Tight,2021,France,14000000.0,124893993.48706236
The Real Charlie Chaplin,2021,USA,67000000.0,234744658.38769826
Run for the Sun,1956,USA,45000000.0,25030733.654564053
Final Kill,2020,USA,20000000.0,13210886.596066607
My Man Is a Loser,2014,USA,24000000.0,12866130.309354968
State buoni se potete,1983,Italy,752000000.0,26059253.172694393
The Journey to Melonia,1989,Sweden,39000000.0,49214312.39595331
Bewitched Bunny,1954,USA,275000000.0,93792983.40510873
Judith of Bethulia,1914,USA,81000000.0,45801151.87639761
Dr. Goldfoot and the Girl Bombs,1966,Italy,6000000.0,4172274.642014337
Death of a Gunfighter,1969,USA,27000000.0,21107200.08365396
The Legend of Lylah Clare,1968,USA,32000000.0,51255160.04384144
Nenjuku Needhi,2022,India,20000000.0,19061646.764849514
Infested,2002,USA,50000000.0,60550276.83776601
Vampires in Havana,1985,Cuba,56000000.0,155810003.75741348
The Trespasser,1929,USA,33000000.0,45840971.33975109
The Guillotines,2012,China,15000000.0,5290.0
Appa,2016,India,593000000.0,5573781770.855066
Charlie: The Life and Art of Charles Chaplin,2003,USA,25000000.0,33027198.43997284
Burial,2022,United Kingdom,94000000.0,17315435.117735796
Girltrash: All Night Long,2014,USA,58000000.0,467030477.2191974
S&M Judge,2009,Belgium,8000000.0,62472418.96786483
The Place Without Limits,1978,Mexico,6000000.0,4792229.989132846
Gultoo,2018,India,31000000.0,98637982.11152105
Gabriel and the Mountain,2017,Brazil,3000000.0,2636674.228891072
"My Daughter, the Socialist",1966,Greece,46000000.0,428349384.7514771
Fancy Pants,1950,USA,32000000.0,213403096.6954393
Pandemonium,1982,USA,35000000.0,49175310.63648316
Call Me Madam,1953,USA,38000000.0,41901291.69278579
Family Viewing,1987,Canada,51000000.0,119677362.33877786
Perfect Opposites,2004,USA,700000.0,16201.0
Ye Olden Days,1933,USA,18000000.0,46829319.143292256
Io sono Tempesta,2018,Italy,2000000.0,12876519.322572298
Kingdom of Crooked Mirrors,1963,Soviet Union,11000000.0,65250782.18130119
Music for One Apartment and Six Drummers,2001,Sweden,45000000.0,168929639.64119297
"Stay Away, Joe",1968,USA,51000000.0,1999980.8417413423
It Had to Be You,2015,USA,6000000.0,22938037.901299834
Kabaneri of the Iron Fortress: The Battle of Unato,2019,Japan,183000000.0,160292731.05734125
See Girl Run,2012,USA,7000000.0,4416399.090137407
Beaumarchais the Scoundrel,1996,France,48000000.0,84097104.51622647
The Ape Man,1943,USA,71000000.0,45006438.01536007
Tube,2003,South Korea,49000000.0,28219113.009775657
Primary,1960,USA,409000000.0,735379598.223917
Watch Your Left,1936,France,55000000.0,54113110.63971007
Double Dad,2021,Brazil,23000000.0,25946051.897892743
Oklahoma Crude,1973,USA,2000000.0,1323498.3896199064
The Secret Agent Club,1996,USA,1000000.0,910064.4683737718
Two Blue Stripes,2019,Indonesia,21000000.0,8427692.887049416
Once Fallen,2010,USA,53000000.0,171898430.9440882
Putin's Witnesses,2018,Latvia,912000000.0,867261383.8713052
Yourself and Yours,2016,South Korea,51000000.0,246875891.59375408
Mexican Bus Ride,1952,Mexico,3000000.0,9995198.315646835
Radeloos,2008,Netherlands,94000000.0,689003302.8978431
The Phantom of Paris,1931,USA,85000000.0,191095800.42061043
One Body Too Many,1944,USA,21000000.0,128360383.71897244
Return to Dust,2022,China,30000000.0,25042750.479865756
Creation Stories,2021,United Kingdom,45000000.0,210366651.97664422
The Grissom Gang,1971,USA,36000000.0,8287665.612786813
"Terry Tate, Office Linebacker",2002,USA,39000000.0,31316654.392604038
Taksim Hold'em,2017,Turkey,94000000.0,68080479.12467359
Stratosphere Girl,2004,Netherlands,24000000.0,7069435.788050649
Tamla Rose,2013,United Kingdom,19000000.0,15668960.983712094
Conception,2011,USA,10000000.0,4383676.1599072805
Paper Soldiers,2002,USA,838000000.0,7588510090.783158
Mercury Plains,2016,USA,27000000.0,22030567.152797647
The Queen of Basketball,2021,USA,2000000.0,1035095.7898858362
Airspeed,1999,USA,17000000.0,796444.7314301247
What the Peeper Saw,1972,United Kingdom,26000000.0,5410616.921590876
Bad Sister,1931,USA,699000000.0,550239315.5687712
Ninnila Ninnila,2021,India,84000000.0,9517519.594190173
The Secrets of Emily Blair,2016,USA,9000000.0,8081260.455938065
Halloween at Aunt Ethel's,2019,USA,20000000.0,3537937.959437365
Why Has Bodhi-Dharma Left for the East?,1989,South Korea,7000000.0,50025372.27255617
Always Kabhi Kabhi,2011,India,26000000.0,14950970.164596276
The Twelve Months,1956,Soviet Union,14000000.0,13087424.1626368
Falling Hare,1943,USA,5000000.0,9973038.667595848
Twice Two,1933,USA,31000000.0,41205068.61065175
Toy Tinkers,1949,USA,12000000.0,2252048.5067858463
June Again,2020,Australia,320000000.0,1375106697.713687
Pittsburgh,1942,USA,67000000.0,544764326.6159673
Cry Wilderness,1987,USA,15000000.0,54980924.41810488
When a Man Falls,2007,Germany,12000000.0,40727912.367735066
1921,2018,India,29000000.0,6985887.706677973
Zulfiqar,2016,India,41000000.0,30052489.075944073
loudQUIETloud: A Film About the Pixies,2006,USA,6000000.0,5535442.334159131
The Harbinger,2022,USA,7000000.0,6103235.266220906
Westbound,1958,USA,62000000.0,21663628.46424242
The Story of Three Loves,1953,USA,40000000.0,70805519.73845202
The Great Caruso,1951,USA,3000000.0,55692.6591788649
Suzaku,1997,Japan,38000000.0,71937973.99656025
